rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	ranking_status	score_config_sha256	git_commit	Surf_rank_percentile	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation	freeze_version	freeze_date_utc	git_worktree_status_at_freeze
2203	GRM2	ENSG00000164082	Q14416	core_surfaceome	balanced	0.157826	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.374103	0.357062	0.285119	0.802726	0.439886	not_available		0.678369	0.056116	0.071412	0.057024	-0.160545	0.065983		0.067837	0.352613	0.349943	1.000000	0.218333	0.892500	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2204	OPRM1	ENSG00000112038	P35372	core_surfaceome	balanced	0.157802	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.493016	0.204847	0.194623	0.268838	0.351852	not_available		0.049453	0.073952	0.040969	0.038925	-0.053768	0.052778		0.004945	0.184854	0.268459	0.600000	0.200000	0.593781	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
2205	PTCH2	ENSG00000117425	Q9Y6C5	core_surfaceome	balanced	0.157695	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.665912	0.500189	0.257100	0.898523		not_available		0.624009	0.099887	0.100038	0.051420	-0.179705			0.062401	0.499527	0.324650	1.000000		0.862500	moderate_residual_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2206	GFRA2	ENSG00000168546	O00451	core_surfaceome	balanced	0.157648	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.077765	0.416509	0.150700	0.775464	0.779772	not_available		0.706682	0.011665	0.083302	0.030140	-0.155093	0.116966		0.070668	0.418156	0.231011	1.000000	0.456667	0.920000	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2207	SLC15A2	ENSG00000163406	Q16348	core_surfaceome	balanced	0.157604	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.710834	0.492238	0.263537	0.931087		not_available		0.624009	0.106625	0.098448	0.052707	-0.186217			0.062401	0.492541	0.330670	1.000000		0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2208	MCOLN3	ENSG00000055732	Q8TDD5	core_surfaceome	balanced	0.157492	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.112873	0.518743	0.256721	0.856115	0.580912	not_available		0.695545	0.016931	0.103749	0.051344	-0.171223	0.087137		0.069555	0.518194	0.324347	1.000000	0.266667	0.900000	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2209	ADORA3	ENSG00000282608	P0DMS8	core_surfaceome	balanced	0.157086	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.204228	0.586899	0.375615	0.679667		not_available		0.463194	0.030634	0.117380	0.075123	-0.135933			0.046319	0.589341	0.424385	1.000000		0.767488	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2210	KCNB2	ENSG00000182674	Q92953	core_surfaceome	balanced	0.156953	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.418271	0.246876	0.249148	0.212798		not_available		0.140242	0.062741	0.049375	0.049830	-0.042560			0.014024	0.243033	0.316490	0.211662		0.726361	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
2211	CTNS	ENSG00000040531	O60931	probable_surfaceome	balanced	0.156697	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.009815	0.798940	0.408179	0.564938		not_available		0.032843	0.001472	0.159788	0.081636	-0.112988			0.003284	0.799413	0.451571	0.900000		0.420000	high_purity_adjusted_tme_correlation	E	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2212	GRAMD1B	ENSG00000023171	Q3KR37	core_surfaceome	balanced	0.155592	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.085315	0.670579	0.107914	0.795911	0.966382	not_available		0.013213	0.012797	0.134116	0.021583	-0.159182	0.144957		0.001321	0.677414	0.193904	1.000000	0.661667	0.320000	low_uncorrected_tme_correlation	E	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2213	NRXN1	ENSG00000179915	P58400	core_surfaceome	balanced	0.155573	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.938845	0.400606	0.032563	0.872397		not_available		0.792563	0.140827	0.080121	0.006513	-0.174479			0.079256	0.398220	0.125445	1.000000		0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2214	SLC10A1	ENSG00000100652	Q14973	core_surfaceome	balanced	0.155087	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.704794	0.243468	0.042030	0.623249	0.470655	not_available		0.463194	0.105719	0.048694	0.008406	-0.124650	0.070598		0.046319	0.239682	0.133131	0.900000	0.227879	0.767488	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2215	CDH10	ENSG00000040731	Q9Y6N8	core_surfaceome	balanced	0.155059	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.255191	0.256721	0.049602	0.713366	0.698006	not_available		0.934881	0.038279	0.051344	0.009920	-0.142673	0.104701		0.093488	0.254051	0.139909	1.000000	0.381667	0.962500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2216	KCNH5	ENSG00000140015	Q8NCM2	core_surfaceome	balanced	0.154947	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.096263	0.205604	0.252556	0.213555	0.505128	not_available		0.158173	0.014439	0.041121	0.050511	-0.042711	0.075769		0.015817	0.186729	0.319273	0.213650	0.240000	0.733265	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
2217	LPAR1	ENSG00000198121	Q92633	core_surfaceome	balanced	0.154896	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.443186	0.690269	0.257857	0.841348		not_available		0.438279	0.066478	0.138054	0.051571	-0.168270			0.043828	0.697141	0.324953	1.000000		0.761731	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2218	MDGA1	ENSG00000112139	Q8NFP4	core_surfaceome	balanced	0.154642	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.113250	0.547141	0.042787	0.856494	0.801994	not_available		0.706682	0.016988	0.109428	0.008557	-0.171299	0.120299		0.070668	0.548372	0.134040	1.000000	0.471212	0.920000	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2219	AQP8	ENSG00000103375	O94778	core_surfaceome	balanced	0.154625	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.215176	0.246119	0.039758	0.279440	0.683761	not_available		0.184975	0.032276	0.049224	0.007952	-0.055888	0.102564		0.018498	0.242446	0.131125	0.700000	0.344444	0.739228	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk	v0	2026-05-29	dirty
2220	MC4R	ENSG00000166603	P32245	core_surfaceome	balanced	0.154402	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.459419	0.190458	0.180992	0.232866	0.096866	not_available		0.432427	0.068913	0.038092	0.036198	-0.046573	0.014530		0.043243	0.167683	0.254676	0.241764	0.003030	0.759315	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
2221	GRIN1	ENSG00000176884	Q05586	core_surfaceome	balanced	0.153958	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.371461	0.470655	0.007194	0.800454	0.621368	not_available		0.695545	0.055719	0.094131	0.001439	-0.160091	0.093205		0.069555	0.468535	0.094623	1.000000	0.277273	0.900000	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2222	TMPRSS11A	ENSG00000187054	Q6ZMR5	core_surfaceome	balanced	0.153954	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.168743	0.209012	0.001136	0.319197	0.474644	not_available		0.792563	0.025311	0.041802	0.000227	-0.063839	0.071197		0.079256	0.190647	0.077490	0.750000	0.229167	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	immune	moderate_off_tumor_risk	v0	2026-05-29	dirty
2223	AGTR1	ENSG00000144891	P30556	core_surfaceome	balanced	0.153824	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.207248	0.440363	0.045816	0.545627	0.580912	not_available		0.474896	0.031087	0.088073	0.009163	-0.109125	0.087137		0.047490	0.443184	0.136388	0.900000	0.266667	0.772375	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2224	GLRA3	ENSG00000145451	O75311	core_surfaceome	balanced	0.153698	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.887127	0.213745	0.207119	0.780765		not_available		0.695545	0.133069	0.042749	0.041424	-0.156153			0.069555	0.197823	0.281749	1.000000		0.900000	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2225	SV2B	ENSG00000185518	Q7L1I2	core_surfaceome	balanced	0.153313	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.758399	0.424839	0.262779	0.969330	0.237892	not_available		0.602114	0.113760	0.084968	0.052556	-0.193866	0.035684		0.060211	0.425672	0.329724	1.000000	0.151667	0.854967	high_purity_adjusted_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2226	SERINC1	ENSG00000111897	Q9NRX5	probable_surfaceome	balanced	0.153274	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.025670	0.951155	0.507384	0.921999	0.263533	not_available		0.025859	0.003851	0.190231	0.101477	-0.184400	0.039530		0.002586	0.937012	0.528626	1.000000	0.169167	0.350000	high_purity_adjusted_tme_correlation	E	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2227	GRM8	ENSG00000179603	O00222	core_surfaceome	balanced	0.152952	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.376368	0.419159	0.520257	0.804619	0.047578	not_available		0.624009	0.056455	0.083832	0.104051	-0.160924	0.007137		0.062401	0.419841	0.537902	1.000000	0.000000	0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2228	PTGER3	ENSG00000050628	P43115	core_surfaceome	balanced	0.152809	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.667422	0.606967	0.154487	0.614540	0.047578	not_available		0.161759	0.100113	0.121393	0.030897	-0.122908	0.007137		0.016176	0.610848	0.233510	0.900000	0.000000	0.734010	high_purity_adjusted_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2229	AJAP1	ENSG00000196581	Q9UKB5	core_surfaceome	balanced	0.152662	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.208003	0.380538	0.326392	0.681560		not_available		0.934881	0.031200	0.076108	0.065278	-0.136312			0.093488	0.379307	0.380045	1.000000		0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2230	TPCN1	ENSG00000186815	Q9ULQ1	core_surfaceome	balanced	0.152021	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.172518	0.872397	0.492995	0.986369	0.251282	not_available		0.126463	0.025878	0.174479	0.098599	-0.197274	0.037692		0.012646	0.874536	0.516092	1.000000	0.159444	0.717847	high_purity_adjusted_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2231	SLC22A8	ENSG00000149452	Q8TCC7	core_surfaceome	balanced	0.151735	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.719517	0.184400	0.020825	0.629686	0.580912	not_available		0.415629	0.107928	0.036880	0.004165	-0.125937	0.087137		0.041563	0.160583	0.111833	0.900000	0.266667	0.756106	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2232	SCN1B	ENSG00000105711	Q07699	core_surfaceome	balanced	0.151441	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.684032	0.647103	0.074025	0.914048		not_available		0.647037	0.102605	0.129421	0.014805	-0.182810			0.064704	0.650738	0.162779	1.000000		0.866985	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2233	CHODL	ENSG00000154645	Q9H9P2	core_surfaceome	balanced	0.151338	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.057758	0.348164	0.048466	0.343431	0.351852	not_available		0.792563	0.008664	0.069633	0.009693	-0.068686	0.052778		0.079256	0.339890	0.138811	0.800000	0.200000	0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2234	AVPR1A	ENSG00000166148	P37288	core_surfaceome	balanced	0.151159	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.221593	0.500947	0.303673	0.550549		not_available		0.444319	0.033239	0.100189	0.060735	-0.110110			0.044432	0.499697	0.364635	0.900000		0.763265	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2235	CACNA1I	ENSG00000100346	Q9P0X4	core_surfaceome	balanced	0.150662	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.835032	0.287391	0.127225	0.703900		not_available		0.606644	0.125255	0.057478	0.025445	-0.140780			0.060664	0.287921	0.207800	1.000000		0.861158	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2236	OTOP3	ENSG00000182938	Q7RTS5	core_surfaceome	balanced	0.150569	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.124198	0.344945	0.279061	0.293449		not_available		0.432427	0.018630	0.068989	0.055812	-0.058690			0.043243	0.335744	0.343033	0.700000		0.759315	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk	v0	2026-05-29	dirty
2237	RNF150	ENSG00000170153	Q9ULK6	core_surfaceome	balanced	0.150466	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.134768	0.543733	0.514578	0.907611	0.139031	not_available		0.792563	0.020215	0.108747	0.102916	-0.181522	0.020855		0.079256	0.546195	0.534570	1.000000	0.043056	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2238	ADAM11	ENSG00000073670	O75078	core_surfaceome	balanced	0.150436	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.190260	0.338508	0.038432	0.670579	0.580912	not_available		0.934881	0.028539	0.067702	0.007686	-0.134116	0.087137		0.093488	0.332166	0.130481	1.000000	0.266667	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2239	GPRC5B	ENSG00000167191	Q9NZH0	core_surfaceome	balanced	0.150323	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.366931	0.852329	0.184021	0.795153	0.245299	not_available		0.102492	0.055040	0.170466	0.036804	-0.159031	0.036795		0.010249	0.858728	0.256342	1.000000	0.156061	0.709228	watchlist_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2240	ADAM2	ENSG00000104755	Q99965	core_surfaceome	balanced	0.150204	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.191770	0.097880	0.054903	0.252556	0.414245	not_available		0.792563	0.028766	0.019576	0.010981	-0.050511	0.062137		0.079256	0.091537	0.143847	0.600000	0.209722	0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
2241	FCER2	ENSG00000104921	P06734	core_surfaceome	balanced	0.150077	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.075878	0.449072	0.276410	0.353654	0.351852	not_available		0.115515	0.011382	0.089814	0.055282	-0.070731	0.052778		0.011552	0.449697	0.340761	0.800000	0.200000	0.712500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2242	OR4N4	ENSG00000183706	Q8N0Y3	core_surfaceome	balanced	0.149940	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.570781	0.163574	0.156948	0.269973	0.145869	not_available		0.323330	0.085617	0.032715	0.031390	-0.053995	0.021880		0.032333	0.129743	0.235971	0.600000	0.050000	0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
2243	SLC26A4	ENSG00000091137	O43511	core_surfaceome	balanced	0.149503	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.721404	0.321848	0.187429	0.939038	0.685470	not_available		0.244243	0.108211	0.064370	0.037486	-0.187808	0.102820		0.024424	0.318194	0.259523	1.000000	0.350606	0.747847	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
