rank	hgnc_symbol	ensembl_gene_id	uniprot_accession	surfaceome_category	scenario	scenario_score	available_weight_sum	missing_weighted_components	n_missing_mvp_score_components	missing_mvp_score_components	ranking_status	score_config_sha256	git_commit	Surf_rank_percentile	E_rank_percentile	N_rank_percentile	R_rank_percentile_high_worse	P_rank_percentile	SC_status	SC_rank_percentile	T_rank_percentile	Surf_contribution	E_contribution	N_contribution	R_contribution_subtracted	P_contribution	SC_contribution	T_contribution	E_score	N_score	R_score	P_score	T_score	tme_contamination_risk	accessibility_class	isoform_resolution_status	hpa_evidence_status	discordance_flags	max_risk_organ	risk_interpretation	freeze_version	freeze_date_utc	git_worktree_status_at_freeze
2244	TAS2R14	ENSG00000212127	Q9NYV8	core_surfaceome	balanced	0.149240	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.763684	0.443014	0.330935	0.970466		not_available		0.516044	0.114553	0.088603	0.066187	-0.194093			0.051604	0.446062	0.383037	1.000000		0.784224	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2245	FCGR3B	ENSG00000162747	O75015	probable_surfaceome	balanced	0.148789	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.013213	0.601666	0.425975	0.452480		not_available		0.094564	0.001982	0.120333	0.085195	-0.090496			0.009456	0.604847	0.466301	0.850000		0.700000	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	lung	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2246	EPHA5	ENSG00000145242	P54756	core_surfaceome	balanced	0.148593	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.872027	0.205983	0.130632	0.755396		not_available		0.792563	0.130804	0.041197	0.026126	-0.151079			0.079256	0.187050	0.212533	1.000000		0.932500	moderate_residual_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2247	CATSPERE	ENSG00000179397	Q5SY80	core_surfaceome	balanced	0.148387	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.049453	0.307838	0.146535	0.257100		not_available		0.792563	0.007418	0.061568	0.029307	-0.051420			0.079256	0.305755	0.226600	0.600000		0.932500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
2248	CRB1	ENSG00000134376	P82279	core_surfaceome	balanced	0.148284	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.283881	0.250284	0.173987	0.736842	0.739031	not_available		0.573613	0.042582	0.050057	0.034797	-0.147368	0.110855		0.057361	0.248561	0.249905	1.000000	0.444167	0.832500	low_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2249	SLC7A4	ENSG00000099960	O43246	core_surfaceome	balanced	0.148275	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.148735	0.517986	0.487315	0.957213	0.758405	not_available		0.025859	0.022310	0.103597	0.097463	-0.191443	0.113761		0.002586	0.517474	0.512798	1.000000	0.450000	0.350000	low_uncorrected_tme_correlation	E	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2250	GPR139	ENSG00000180269	Q6DWJ6	core_surfaceome	balanced	0.148236	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.350321	0.145967	0.238546	0.215827	0.286040	not_available		0.190449	0.052548	0.029193	0.047709	-0.043165	0.042906		0.019045	0.118667	0.309637	0.215827	0.178788	0.740579	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;antibody_low_confidence;CPTAC_not_assessed	brain	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
2251	CLDN14	ENSG00000159261	O95500	core_surfaceome	balanced	0.148103	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.059268	0.422567	0.496024	0.558501		not_available		0.449792	0.008890	0.084513	0.099205	-0.111700			0.044979	0.422832	0.519349	0.900000		0.764010	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2252	CCKBR	ENSG00000110148	P32239	core_surfaceome	balanced	0.148079	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.836542	0.397577	0.074972	0.708444		not_available		0.475651	0.125481	0.079515	0.014994	-0.141689			0.047565	0.395665	0.164029	1.000000		0.772960	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2253	THSD1	ENSG00000136114	Q9NS62	core_surfaceome	balanced	0.147717	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.161570	0.559637	0.524423	0.973116	0.292877	not_available		0.573613	0.024236	0.111927	0.104885	-0.194623	0.043932		0.057361	0.559390	0.539758	1.000000	0.181667	0.832500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2254	SLC6A17	ENSG00000197106	Q9H1V8	core_surfaceome	balanced	0.147544	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.742922	0.318061	0.053768	0.954184	0.580912	not_available		0.654398	0.111438	0.063612	0.010754	-0.190837	0.087137		0.065440	0.313858	0.142976	1.000000	0.266667	0.878395	high_purity_adjusted_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2255	DRD1	ENSG00000184845	P21728	core_surfaceome	balanced	0.147408	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.866365	0.383567	0.243468	0.745551		not_available		0.190449	0.129955	0.076713	0.048694	-0.149110			0.019045	0.382355	0.313177	1.000000		0.740579	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2256	SLC10A2	ENSG00000125255	Q12908	core_surfaceome	balanced	0.147305	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.705172	0.260507	0.204089	0.623627	0.233333	not_available		0.383352	0.105776	0.052101	0.040818	-0.124725	0.035000		0.038335	0.258576	0.279004	0.900000	0.149722	0.752047	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	kidney	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2257	LPAR3	ENSG00000171517	Q9UBY5	core_surfaceome	balanced	0.146971	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.921480	0.355358	0.315789	0.841727		not_available		0.208192	0.138222	0.071072	0.063158	-0.168345			0.020819	0.351855	0.374006	1.000000		0.743152	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2258	CLEC1B	ENSG00000165682	Q9P126	core_surfaceome	balanced	0.146851	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.276331	0.219614	0.171905	0.562287	0.401994	not_available		0.792563	0.041450	0.043923	0.034381	-0.112457	0.060299		0.079256	0.205055	0.248940	0.900000	0.206667	0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2259	LRFN5	ENSG00000165379	Q96NI6	core_surfaceome	balanced	0.146679	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.445451	0.371829	0.272245	0.843620	0.175214	not_available		0.934881	0.066818	0.074366	0.054449	-0.168724	0.026282		0.093488	0.368326	0.338167	1.000000	0.083333	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2260	ASIC3	ENSG00000213199	Q9UHC3	core_surfaceome	balanced	0.146166	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.039638	0.497917	0.107346	0.687618	0.580912	not_available		0.695545	0.005946	0.099583	0.021469	-0.137524	0.087137		0.069555	0.496592	0.193752	1.000000	0.266667	0.900000	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2261	SCARA5	ENSG00000168079	Q6ZMJ2	core_surfaceome	balanced	0.145780	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.681767	0.504733	0.092768	0.912533	0.181766	not_available		0.792563	0.102265	0.100947	0.018554	-0.182507	0.027265		0.079256	0.504373	0.182052	1.000000	0.093704	0.932500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2262	SLC6A16	ENSG00000063127	Q9GZN6	core_surfaceome	balanced	0.145659	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.742544	0.419538	0.082923	0.644832		not_available		0.409022	0.111382	0.083908	0.016585	-0.128966			0.040902	0.420466	0.173003	0.900000		0.755680	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2263	JAM3	ENSG00000166086	Q9BX67	core_surfaceome	balanced	0.145459	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.417139	0.821658	0.292692	0.820523	0.106838	not_available		0.080974	0.062571	0.164332	0.058538	-0.164105	0.016026		0.008097	0.824517	0.354335	1.000000	0.015000	0.682500	high_purity_adjusted_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	RNA_high_protein_absent;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2264	GPR55	ENSG00000135898	Q9Y2T6	core_surfaceome	balanced	0.145354	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.362023	0.347217	0.188565	0.263158		not_available		0.147225	0.054304	0.069443	0.037713	-0.052632			0.014722	0.338035	0.260280	0.600000		0.729988	high_purity_adjusted_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
2265	LRRN4CL	ENSG00000177363	Q8ND94	core_surfaceome	balanced	0.145106	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.108343	0.545627	0.186672	0.851193	0.394302	not_available		0.934881	0.016251	0.109125	0.037334	-0.170239	0.059145		0.093488	0.546952	0.258652	1.000000	0.205556	0.962500	high_purity_adjusted_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2266	OR2T10	ENSG00000184022	Q8NGZ9	core_surfaceome	balanced	0.144992	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.545489	0.081030	0.219614	0.248391	0.135897	not_available		0.323330	0.081823	0.016206	0.043923	-0.049678	0.020385		0.032333	0.089190	0.294548	0.285914	0.038889	0.750002	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	kidney	lower_risk_by_current_normal_expression	v0	2026-05-29	dirty
2267	HRH2	ENSG00000113749	P25021	core_surfaceome	balanced	0.144860	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.388826	0.513821	0.202953	0.808785	0.401994	not_available		0.446395	0.058324	0.102764	0.040591	-0.161757	0.060299		0.044639	0.512950	0.278342	1.000000	0.206667	0.763861	moderate_residual_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2268	ICAM5	ENSG00000105376	Q9UMF0	core_surfaceome	balanced	0.144609	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.396376	0.397198	0.109428	0.812192	0.351852	not_available		0.934881	0.059456	0.079440	0.021886	-0.162438	0.052778		0.093488	0.395589	0.194661	1.000000	0.200000	0.962500	low_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2269	TENM2	ENSG00000145934	Q9NT68	core_surfaceome	balanced	0.144517	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.768592	0.388868	0.221128	0.971980	0.315100	not_available		0.543601	0.115289	0.077774	0.044226	-0.194396	0.047265		0.054360	0.388660	0.296516	1.000000	0.196944	0.812500	watchlist_uncorrected_tme_correlation	A	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	RNA_low_protein_present;protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2270	GJA8	ENSG00000121634	P48165	core_surfaceome	balanced	0.144302	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.080030	0.104885	0.193487	0.262022	0.706553	not_available		0.190449	0.012005	0.020977	0.038697	-0.052404	0.105983		0.019045	0.092711	0.267550	0.600000	0.400000	0.740579	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	reproductive_other	moderate_off_tumor_risk	v0	2026-05-29	dirty
2271	ZACN	ENSG00000186919	Q401N2	core_surfaceome	balanced	0.144231	0.850000	P	1	P	preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.811250	0.593336	0.098448	0.999243		not_available		0.624009	0.121687	0.118667	0.019690	-0.199849			0.062401	0.596005	0.188224	1.000000		0.862500	low_uncorrected_tme_correlation	B	multiple_uniprot_isoforms_mapped_not_resolved	missing_stomach_cancer_ihc	HPA_missing;antibody_low_confidence;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2272	COL13A1	ENSG00000197467	Q5TAT6	core_surfaceome	balanced	0.144085	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.067195	0.560583	0.106778	0.735706	0.456125	not_available		0.792563	0.010079	0.112117	0.021356	-0.147141	0.068419		0.079256	0.560772	0.192881	1.000000	0.221667	0.932500	watchlist_uncorrected_tme_correlation	A	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2273	RHAG	ENSG00000112077	Q02094	core_surfaceome	balanced	0.143471	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.674972	0.187808	0.056039	0.385460	0.401994	not_available		0.102492	0.101246	0.037562	0.011208	-0.077092	0.060299		0.010249	0.164767	0.144945	0.800000	0.206667	0.709228	low_uncorrected_tme_correlation	C	multiple_uniprot_isoforms_mapped_not_resolved	stomach_cancer_ihc_available	CPTAC_not_assessed	hematopoietic	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2274	CCR10	ENSG00000184451	P46092	core_surfaceome	balanced	0.143384	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.237826	0.535025	0.267323	0.708822	0.297151	not_available		0.444319	0.035674	0.107005	0.053465	-0.141764	0.044573		0.044432	0.537031	0.334002	1.000000	0.183939	0.763265	watchlist_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	protein_present_no_membrane;CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2275	CACNG4	ENSG00000075461	Q9UBN1	core_surfaceome	balanced	0.143290	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.232918	0.483150	0.011738	0.705036	0.676638	not_available		0.488864	0.034938	0.096630	0.002348	-0.141007	0.101496		0.048886	0.483359	0.101136	1.000000	0.333333	0.778668	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	brain	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2276	DYNAP	ENSG00000178690	Q8N1N2	core_surfaceome	balanced	0.142715	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.299358	0.202196	0.145399	0.283605	0.135897	not_available		0.646282	0.044904	0.040439	0.029080	-0.056721	0.020385		0.064628	0.181068	0.225975	0.700000	0.038889	0.865654	low_uncorrected_tme_correlation	B	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	antibody_low_confidence;CPTAC_not_assessed	gi_epithelial	moderate_off_tumor_risk	v0	2026-05-29	dirty
2277	HAS1	ENSG00000105509	Q92839	core_surfaceome	balanced	0.142338	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.377878	0.399849	0.251041	0.805755	0.737892	not_available		0.059456	0.056682	0.079970	0.050208	-0.161151	0.110684		0.005946	0.397785	0.318099	1.000000	0.443333	0.619417	moderate_residual_tme_correlation	D	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	heart	high_critical_off_tumor_risk	v0	2026-05-29	dirty
2278	ABCG8	ENSG00000143921	Q9H221	core_surfaceome	balanced	0.142279	1.000000		0		preliminary_fase13_mvp_not_final_tiering	227d95ac3448af4b00edffbe8281c5c6b481dbd16eaaa92576f3633b21905560	6b4346e850b08f041c8e6c46b97a7396a3bba25d	0.035108	0.399091	0.394548	0.540704	0.218803	not_available		0.536051	0.005266	0.079818	0.078910	-0.108141	0.032820		0.053605	0.396687	0.439000	0.900000	0.140000	0.808282	low_uncorrected_tme_correlation	C	not_isoform_critical_or_single_canonical_mapping	stomach_cancer_ihc_available	CPTAC_not_assessed	liver	high_critical_off_tumor_risk	v0	2026-05-29	dirty
